query,matched_name,matched_status,query_match_taxon_agree,use_query_as_synonym,use_query_as_accepted,use_query_as_new,use_match_as_accepted,use_match_as_new,namePublishedIn,nameAccordingTo,taxonRemarks,notes,name_res_status,done,link
Arachniodes yasu-inouei var. angustipinnula Seriz.,NA,NA,NA,0,0,1,0,0,"Shidekobushi 1(2): 87, Fig. 1, 2009.",http://jpfern.la.coocan.jp/names/748.html,NA,"Also as ""Arachniodes yasu-inouei Sa.Kurata var. angustipinnula Seriz""",no_match,1,http://jpfern.la.coocan.jp/names/748.html
Asplenium attenuatum var. multilobum F.Muell.,Asplenium attenuatum var. multilobum F. Muell.,No opinion,TRUE,0,0,1,0,0,Fragmenta Phytographiæ Australiæ 5(36): 131. 1866. (Fragm.) ,http://www.tropicos.org/Name/100503449,NA,NA,no_match,1,http://www.tropicos.org/Name/100503449
Asplenium attenuatum var. schneideri F.M.Bailey,Asplenium attenuatum var. schneideri F.M. Bailey,No opinion,TRUE,0,0,1,0,0,A Synopsis of the Queensland Flora 706. 1883. (Syn. Queensl. Fl.) ,http://www.tropicos.org/Name/100503451,NA,NA,no_match,1,http://www.tropicos.org/Name/100503451
Asplenium cyprium Viane & Van den Heede,Asplenium cyprium Viane & Van Den Heede,No opinion,TRUE,0,0,1,0,0,"Belgian Journal of Botany 135(1–2): 111–112, f. 3 (bottom row), 4C. 2002. (Belg. J. Bot.) ",http://www.tropicos.org/Name/50269617,NA,NA,no_match,1,http://www.tropicos.org/Name/50269617
Asplenium daucifolium var. lineatum,Asplenium daucifolium var. lineatum (Sw.) C.V. Morton,No opinion,TRUE,1,0,0,1,0,American Fern Journal 53(2): 83. 1963. (Amer. Fern J.) ,http://www.tropicos.org/Name/26613552,NA,NA,no_match,1,http://www.tropicos.org/Name/26613552
Asplenium octoploideum Viane & Van den Heede,Asplenium octoploideum Viane & Van den Heede,NA,TRUE,0,0,1,0,0,GEP News 9: 3. 2002 [7 Oct. 2002] ,IPNI|id:20009694-1|version:1.1.2.1.1.3,NA,NA,no_match,1,IPNI|id:20009694-1|version:1.1.2.1.1.3
Asplenium parvifolium (Benl & G.Kunkel) Vida & Reichst.,Asplenium parvifolium (Benl & Kunkel) Vida & Reichst.,No opinion,TRUE,0,0,1,0,0,Biologisch Jaarboek 59: 162. 1991. (25 June 1991) (Biol. Jaarb.) ,http://www.tropicos.org/Name/100386062,NA,NA,no_match,1,http://www.tropicos.org/Name/100386062
Athyrium mackinnonii C.Chr.,Athyrium mackinnonii (C. Hope) C. Chr.,No opinion,TRUE,1,0,0,1,0,Index Filicum 143. 1905. (Index Filic.) ,http://www.tropicos.org/Name/100486210,NA,NA,no_match,1,http://www.tropicos.org/Name/100486210
Athyrium yokoscense var. dilatatum Tagawa,Athyrium yokoscense fo. dilatatum (Tagawa) Sa. Kurata,No opinion,TRUE,0,0,0,0,0,Hokuriku Journal of Botany 4: 64. 1955. (Hokuriko J. Bot.) ,http://www.tropicos.org/Name/26611433,NA,NA,no_match,1,http://www.tropicos.org/Name/26611433
Athyrium yokoscense var. dilatatum Tagawa,Athyrium yokoscense var. dilatatum Tagawa,No opinion,TRUE,0,0,1,0,0,Acta Phytotaxonomica et Geobotanica 2: 21. 1933. (Acta Phytotax. Geobot.) ,http://www.tropicos.org/Name/26611434,NA,NA,no_match,1,http://www.tropicos.org/Name/26611434
Blechnum fraseri,Blechnum fraseri (A.Cunn.) Luerss.,Accepted,TRUE,0,0,0,0,0,Flora 59: 292 (1876),http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17058960-1,NA,Leave for now,no_match,1,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17058960-1
Blechnum fraseri var. philippense,NA,NA,NA,0,0,0,0,0,NA,NA,NA,Add as synonym of Blechnum fraseri var. philippinensis (Christ) Copel.,no_match,1,NA
Bosmania membranacea,Bosmania membranacea (D.Don) Testo,Accepted,TRUE,0,0,0,0,0,Syst. Bot. 44: 744 (2019),http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77204881-1,NA,Leave for now,no_match,1,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77204881-1
Bosmania membranacea subsp. carinata (W.M.Chu & Z.R.He) R.Wei & X.C.Zhang,NA,NA,NA,0,0,1,0,0,NA,NA,NA,Can't find original publication,no_match,1,NA
Ceradenia ayapoyana,NA,NA,NA,0,0,1,0,0,NA,NA,May not be validly published,Can't find original publication,no_match,1,NA
Ceradenia madidiense,NA,NA,NA,0,0,1,0,0,NA,NA,May not be validly published,Can't find original publication,no_match,1,NA
Cheilanthes ecuadorensis Windham & K.Sosa,Cheilanthes ecuadorensis Windham & K. Sosa,No opinion,TRUE,0,0,1,0,0,"Systematic Botany 46(2): 257, f. 3a-d, 4. 2021. (11 Aug 2021) (Syst. Bot.) ",http://www.tropicos.org/Name/100519678,NA,NA,no_match,1,http://www.tropicos.org/Name/100519678
Ctenitis brevipetiolata,NA,NA,NA,0,0,1,0,0,NA,NA,May not be validly published,Can't find original publication,no_match,1,NA
Cyathea alfonsiana L.D.Gomez,Cyathea alfonsiana L.D.Gómez,NA,TRUE,0,0,0,0,0,"Amer. Fern J. 61: 166, f.1,2. 1971 ",IPNI|id:73090-2|version:1.4,NA,Add as synonym of Cyathea alfonsiana L. D. Gómez,no_match,1,IPNI|id:73090-2|version:1.4
Cyathea patens hort. ex Houlston & Moore,Cyathea patens H. Karst.,Illegitimate,TRUE,0,0,0,0,0,"Florae Columbiae 2: 173, 191. 1869. (Fl. Columb.) ",http://www.tropicos.org/Name/50281943,NA,NA,no_match,1,http://www.tropicos.org/Name/50281943
Cyathea patens hort. ex Houlston & Moore,Cyathea patens hort. ex Houlston & Moore,No opinion,TRUE,0,0,1,0,0,"Gardeners' Magazine of Botany, Horticulture, Floriculture... 3: 330. 1851. (Gard. Mag. Bot.) ",http://www.tropicos.org/Name/50281946,NA,NA,no_match,1,http://www.tropicos.org/Name/50281946
Davallia immersa,Davallia immersa (C.Presl) Wall. ex Hook.,Synonym,TRUE,0,0,0,0,0,Sp. Fil. 1: 156 (1845),http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17079200-1,NA,NA,no_match,1,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17079200-1
Davallia immersa var. amplissima Christ,NA,NA,NA,0,0,0,0,0,NA,NA,NA,Add as synonym of Leucostegia amplissima (Christ) C.W.Chen,no_match,1,NA
Davallia kansuensis (Ching) X.D.Ma & F.G.Wang.,NA,NA,NA,0,0,1,0,0,NA,NA,May not be validly published,Can't find original publication,no_match,1,NA
Davallia tyermanii (T.Moore) Baker,Davallia tyermanii (T.Moore) Baker,NA,TRUE,0,0,0,0,0,"Syn. Fil. (Hooker & Baker), ed. 2. 467. 1874 , as 'tyermanni'",IPNI|id:17571510-1|version:1.3.1.3,NA,Add as synonym of Davallia tyermannii (T. Moore) Hook. & Baker,no_match,1,IPNI|id:17571510-1|version:1.3.1.3
Davallia tyermanii (T.Moore) Baker,Davallia tyermanii T.Moore,NA,TRUE,0,0,0,0,0,Gard. Chron. 1871: 871. ,IPNI|id:17081090-1|version:1.1.2.2.1.5,NA,NA,no_match,1,IPNI|id:17081090-1|version:1.1.2.2.1.5
Diplazium ballivianii,Diplazium ballivianii Rosenst.,No opinion,TRUE,0,0,0,0,1,Repertorium Specierum Novarum Regni Vegetabilis 6: 311. 1909. (Repert. Spec. Nov. Regni Veg.) ,http://www.tropicos.org/Name/50005653,NA,NA,no_match,1,http://www.tropicos.org/Name/50005653
Diplazium myriomerum (C.Chr.) Lellinger,Diplazium myriomerum (Christ) Lellinger,No opinion,TRUE,0,0,0,0,0,Proceedings of the Biological Society of Washington 98(2): 376. 1985. (Proc. Biol. Soc. Washington) ,http://www.tropicos.org/Name/26614989,NA,Add as synonym of Diplazium myriomerum (Christ) Lellinger,no_match,1,http://www.tropicos.org/Name/26614989
Diplazium wichurae var. amabile,Diplazium wichurae var. amabile Tagawa,No opinion,TRUE,0,0,0,0,1,Acta Phytotaxonomica et Geobotanica 1: 309. 1932. (Acta Phytotax. Geobot.) ,http://www.tropicos.org/Name/26611495,NA,NA,no_match,1,http://www.tropicos.org/Name/26611495
Diplopterygium glaucoides (Ching) Ching ex P.S.Wang & X.Y.Wang,Diplopterygium glaucoides (Ching) Ching ex P.S. Wang,No opinion,TRUE,1,0,0,1,0,Pterido. Fl. Guizhou 279. 2001. (Pterido. Fl. Guizhou) ,http://www.tropicos.org/Name/50321470,NA,NA,no_match,1,http://www.tropicos.org/Name/50321470
Doodia milnei Carriere,Doodia milnei Carruth.,No opinion,TRUE,1,0,0,1,0,Flora Vitiensis 352. 1873. (Fl. Vit.) ,http://www.tropicos.org/Name/50313981,NA,NA,no_match,1,http://www.tropicos.org/Name/50313981
Dryopteris glabra,Dryopteris glabra (Brack.) Kuntze,Accepted,TRUE,0,0,0,0,0,Revis. Gen. Pl. 2: 812 (1891),http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17095400-1,NA,Leave for now,no_match,1,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17095400-1
"Dryopteris glabra var. flynii (W.H.Wagner) D.D.Palmer, ined.",NA,NA,NA,0,0,0,0,0,NA,NA,NA,Add as synonym of Dryopteris glabra var. flynnii D. D. Palmer,no_match,1,NA
Enterosora entersoroides,NA,NA,NA,0,0,0,0,0,NA,NA,NA,Add as synonym of Enterosora enterosoroides (Christ) A. Rojas,no_match,1,NA
Equisetum environmental sample,Equisetum L.,Legitimate,TRUE,0,0,0,0,0,Species Plantarum 2: 1061. 1753. (1 May 1753) (Sp. Pl.) ,http://www.tropicos.org/Name/40004480,NA,Exclude,no_match,1,http://www.tropicos.org/Name/40004480
Equisetum environmental sample,Equisetum sect. Equisetum ,No opinion,TRUE,0,0,0,0,0,,http://www.tropicos.org/Name/50258636,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50258636
Equisetum environmental sample,Equisetum subg. Equisetum ,No opinion,TRUE,0,0,0,0,0,,http://www.tropicos.org/Name/26626141,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26626141
Equisetum environmental sample,Equisetum × alsaticum (H.P. Fuchs & Geissert) Phil. ex Lubienski & Bennert,No opinion,FALSE,0,0,0,0,0,Carolinea 64: 107. 2006. (Carolinea) ,http://www.tropicos.org/Name/50317309,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50317309
Equisetum environmental sample,Equisetum × ascendens Lubienski & Bennert,No opinion,FALSE,0,0,0,0,0,Nova Hedwigia 90: 322. 2010. (Nova Hedwigia) ,http://www.tropicos.org/Name/100477892,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477892
Equisetum environmental sample,Equisetum × bowmanii C.N. Page,No opinion,FALSE,0,0,0,0,0,Watsonia 17: 273. 1989. (Watsonia) ,http://www.tropicos.org/Name/100477879,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477879
Equisetum environmental sample,Equisetum × dycei C.N. Page,No opinion,FALSE,0,0,0,0,0,Fern Gazette 12: 178. 1981. (Fern Gaz.) ,http://www.tropicos.org/Name/100477880,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477880
Equisetum environmental sample,Equisetum × ferrissii Clute,No opinion,FALSE,0,0,0,0,0,Fern Bulletin 12(1): 22–23. 1904. (Fern Bull.) ,http://www.tropicos.org/Name/26602004,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602004
Equisetum environmental sample,Equisetum × fontqueri Rothm.,No opinion,FALSE,0,0,0,0,0,Feddes Repertorium 54: 79. 1944. (Feddes Repert.) ,http://www.tropicos.org/Name/100477881,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477881
Equisetum environmental sample,Equisetum × geissertii Lubienski & Bennert,No opinion,FALSE,0,0,0,0,0,Nova Hedwigia 90: 323. 2010. (Nova Hedwigia) ,http://www.tropicos.org/Name/100477894,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477894
Equisetum environmental sample,Equisetum × haukeanum Mickel & A.R. Sm.,No opinion,FALSE,0,0,0,0,0,Brittonia 52(3): 236–237. 2000. (Brittonia) ,http://www.tropicos.org/Name/50183945,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50183945
Equisetum environmental sample,"Equisetum × jesupii (A.A. Eaton) Christenh. & Husby, Chad E.",No opinion,FALSE,0,0,0,0,0,Botanical Journal of the Linnean Society 189(4): 350. 2019. (4 April 2019) (Bot. J. Linn. Soc.) ,http://www.tropicos.org/Name/100477896,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477896
Equisetum environmental sample,Equisetum × lapponicum Lubienski & Dörken ex Lubienski,No opinion,FALSE,0,0,0,0,0,"American Fern Journal 106(2): 117–118, f. 1, 2A–D, 3B, 4B, 5B, 6, 7B. 2016. (6 June 2016) (Amer. Fern J.) ",http://www.tropicos.org/Name/100445341,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100445341
Equisetum environmental sample,Equisetum × litorale Kühlew. ex Rupr.,No opinion,FALSE,0,0,0,0,0,Beitraege zur Pflanzenkunde des Russischen Reiches 4: 91. 1845. (Beitr. Pflanzenk. Russ. Reiches) ,http://www.tropicos.org/Name/26602008,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602008
Equisetum environmental sample,Equisetum × litorale Kühlew. ex Rupr.,Illegitimate,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26611940,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26611940
Equisetum environmental sample,Equisetum × lofotense Lubienski,No opinion,FALSE,0,0,0,0,0,Nordic Journal of Botany 28: 531. 2010. (Nordic J. Bot.) ,http://www.tropicos.org/Name/100477882,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477882
Equisetum environmental sample,Equisetum × mackaii (Newman) Brichan,No opinion,FALSE,0,0,0,0,0,Phytologist: a popular botanical miscellany 1: 369. 1843[1842]. (Nov 1842) (Phytologist) ,http://www.tropicos.org/Name/26615201,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26615201
Equisetum environmental sample,Equisetum × mchaffieae C.N. Page,No opinion,FALSE,0,0,0,0,0,Watsonia 29: 336. 2007. (Watsonia) ,http://www.tropicos.org/Name/100477883,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477883
Equisetum environmental sample,Equisetum × meridionale (Milde) Chiov.,No opinion,FALSE,0,0,0,0,0,"Flora delle Alpi Lepontine occidentali, ossia, Catalogo ragionato delle piante crescenti nelle vallate sulla destra del Lago Maggiore: saggio di flora locale. 2: 14. 1929. (Fl. Alpi Lepont.) ",http://www.tropicos.org/Name/100477899,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477899
Equisetum environmental sample,Equisetum × mildeanum Rothm.,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26611943,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26611943
Equisetum environmental sample,Equisetum × moorei Newman,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26611944,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26611944
Equisetum environmental sample,Equisetum × nelsonii (A.A. Eaton) J.H. Schaffn.,No opinion,FALSE,0,0,0,0,0,American Fern Journal 16: 46. 1926. (Amer. Fern J.) ,http://www.tropicos.org/Name/26614186,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26614186
Equisetum environmental sample,Equisetum × robertsii Dines & I.R. Bonner,No opinion,FALSE,0,0,0,0,0,"Watsonia 24: 146–148, f. 1. 2002. (Watsonia) ",http://www.tropicos.org/Name/100477884,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477884
Equisetum environmental sample,Equisetum × rothmaleri C.N. Page,No opinion,FALSE,0,0,0,0,0,Watsonia 9: 229. 1973. (Watsonia) ,http://www.tropicos.org/Name/100477885,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477885
Equisetum environmental sample,Equisetum × schaffneri Milde,No opinion,FALSE,0,0,0,0,0,Verhandlungen der Zoologisch-botanischen Gesellschaft in Wien 11: 345. 1861. (Verh. Zool.-Bot. Ges. Wien) ,http://www.tropicos.org/Name/50001375,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50001375
Equisetum environmental sample,Equisetum × sergijevskianum C.N. Page & Gureyeva,No opinion,FALSE,0,0,0,0,0,Sistematicheskie zametki po materialam Gerbarii imeni P.N. Krylova pri Tomskom gosudarstvennom universitete imeni V. V. Kiybyseva 101: 16. 2009. (Sist. Zametki Mater. Gerb. Krylova Tomsk. Gosud. Univ. Kuybysheva) ,http://www.tropicos.org/Name/100393335,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100393335
Equisetum environmental sample,Equisetum × torgesianum Rothm.,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26611949,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26611949
Equisetum environmental sample,Equisetum × trachyodon (A. Braun) W.D.J. Koch,No opinion,FALSE,0,0,0,0,0,Flora 22: 305. 1839. (Flora) ,http://www.tropicos.org/Name/26611950,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26611950
Equisetum environmental sample,Equisetum × wallichianum C.N. Page,No opinion,FALSE,0,0,0,0,0,Fern Gazette 11: 34. 1974. (Fern Gaz.) ,http://www.tropicos.org/Name/100477887,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477887
Equisetum environmental sample,Equisetum × willmotii C.N. Page,No opinion,FALSE,0,0,0,0,0,Glasra n.s. 2: 135. 1995. (Glasra) ,http://www.tropicos.org/Name/100477888,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477888
Equisetum environmental sample,Equisetum affine (Engelm.) Rydb.,No opinion,FALSE,0,0,0,0,0,Flora of the Rocky Mountains 1052. 1917. (Fl. Rocky Mts.) ,http://www.tropicos.org/Name/26604758,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604758
Equisetum environmental sample,Equisetum alaskanum (A.A. Eaton) J.P. Anderson,No opinion,FALSE,0,0,0,0,0,Iowa State College Journal of Science 18: 155. 1943. (Iowa State Coll. J. Sci.) ,http://www.tropicos.org/Name/26604573,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604573
Equisetum environmental sample,Equisetum arcticum Rupr.,No opinion,FALSE,0,0,0,0,0,Beitraege zur Pflanzenkunde des Russischen Reiches 21. 1845. (Beitr. Pflanzenk. Russ. Reiches) ,http://www.tropicos.org/Name/26611103,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26611103
Equisetum environmental sample,Equisetum arvense fo. alpestre Luerss.,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605023,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605023
Equisetum environmental sample,Equisetum arvense fo. arcticum (Rupr.) M. Broun,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/100388574,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388574
Equisetum environmental sample,Equisetum arvense fo. arvense ,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605320,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605320
Equisetum environmental sample,Equisetum arvense fo. atratidens Lepage,No opinion,FALSE,0,0,0,0,0,American Midland Naturalist 46(3): 755. 1951[1952]. (Amer. Midl. Naturalist) ,http://www.tropicos.org/Name/50133179,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50133179
Equisetum environmental sample,Equisetum arvense fo. boreale (Bong.) Klinge,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26604968,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604968
Equisetum environmental sample,Equisetum arvense fo. campestre (Schultz) Klinge,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26605024,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605024
Equisetum environmental sample,Equisetum arvense fo. diffusum Clute,No opinion,FALSE,0,0,0,0,0,"The Fern aAllies of North America North of Mexico 47, 256. 1905. (Fern Allies N. America) ",http://www.tropicos.org/Name/26604969,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604969
Equisetum environmental sample,Equisetum arvense fo. nemorosum Klinge,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605022,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605022
Equisetum environmental sample,Equisetum arvense fo. pseudo-alpestre Vict.,No opinion,FALSE,0,0,0,0,0,"Contributions de Laboratoire de Botanique de l'Université de Montréal 9: 36, fig.5,116. 1927. (Contr. Lab. Bot. Univ. Montréal) ",http://www.tropicos.org/Name/26605027,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605027
Equisetum environmental sample,Equisetum arvense fo. pseudo-silvaticum Luerss.,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605025,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605025
Equisetum environmental sample,Equisetum arvense fo. pseudo-varium Vict.,No opinion,FALSE,0,0,0,0,0,"Contributions de Laboratoire de Botanique de l'Université de Montréal 9: 37,116. 1927. (Contr. Lab. Bot. Univ. Montréal) ",http://www.tropicos.org/Name/26605026,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605026
Equisetum environmental sample,Equisetum arvense fo. ramulosum (Rupr.) Klinge ex Scoggan,No opinion,FALSE,0,0,0,0,0,"Archiv für die Naturkunde Liv-, Ehst- und Kurlands, Serie 2, Biologische Naturkunde 8: 369. 1882. (Arch. Naturk. Liv- Ehst- Kurlands, Ser. 2, Biol. Naturk.) ",http://www.tropicos.org/Name/26604970,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604970
Equisetum environmental sample,Equisetum arvense fo. varium Klinge ex Fernald,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26604971,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604971
Equisetum environmental sample,Equisetum arvense L.,Legitimate,FALSE,0,0,0,0,0,Species Plantarum 2: 1061. 1753. (1 May 1753) (Sp. Pl.) ,http://www.tropicos.org/Name/26602003,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602003
Equisetum environmental sample,Equisetum arvense subsp. alpestre (Wahlenb.) Schonswetter & Elven,No opinion,FALSE,0,0,0,0,0,Journal of the Botanical Research Institute of Texas 2(1): 433. 2008. (J. Bot. Res. Inst. Texas) ,http://www.tropicos.org/Name/50326530,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50326530
Equisetum environmental sample,Equisetum arvense subsp. boreale (Bong.) Á. Löve,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26604901,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604901
Equisetum environmental sample,Equisetum arvense subsp. ramulosum (Rupr.) W.F. Rapp,No opinion,FALSE,0,0,0,0,0,American Fern Journal 37: 21. 1947. (Amer. Fern J.) ,http://www.tropicos.org/Name/100388579,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388579
Equisetum environmental sample,Equisetum arvense var. alpestre Wahlenb.,No opinion,FALSE,0,0,0,0,0,Flora Lapponica (Wahlenberg) 296. 1812. (Fl. Lapp.) ,http://www.tropicos.org/Name/26605315,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605315
Equisetum environmental sample,Equisetum arvense var. arcticum Rupr.,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/100388573,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388573
Equisetum environmental sample,Equisetum arvense var. arvense ,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605319,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605319
Equisetum environmental sample,Equisetum arvense var. boreale (Bong.) Rupr.,No opinion,FALSE,0,0,0,0,0,"Mémoires de l'Académie Impériale des Sciences de Saint-Pétersbourg. Sixième Série. Sciences Mathématiques, Physiques et Naturelles. Seconde Partie: Sciences Naturelles 2(4): 174. 1832. (Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat.) ",http://www.tropicos.org/Name/100388575,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388575
Equisetum environmental sample,Equisetum arvense var. boreale Ledeb.,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26604902,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604902
Equisetum environmental sample,Equisetum arvense var. campestre (Schultz) Rupr.,Legitimate,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/100388577,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388577
Equisetum environmental sample,Equisetum arvense var. campestre F.W. Schultz,No opinion,FALSE,0,0,0,0,0,0,http://www.tropicos.org/Name/26605316,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605316
Equisetum environmental sample,Equisetum arvense var. ramulosum Rupr.,No opinion,FALSE,0,0,0,0,0,Beitraege zur Pflanzenkunde des Russischen Reiches 3: 19. 1845. (Beitr. Pflanzenk. Russ. Reiches) ,http://www.tropicos.org/Name/100388578,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388578
Equisetum environmental sample,Equisetum arvense var. riparium Fr.,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605311,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605311
Equisetum environmental sample,Equisetum arvense var. serotinum G.L. Mey.,No opinion,FALSE,0,0,0,0,0,Chloris Hanoverana 666. 1836. (Chloris Han.) ,http://www.tropicos.org/Name/26604135,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604135
Equisetum environmental sample,Equisetum arvense var. x fluviatile ,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26608982,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26608982
Equisetum environmental sample,Equisetum bogotense Kunth,No opinion,FALSE,0,0,0,0,0,Nova Genera et Species Plantarum (quarto ed.) 1: 42. 1815[1816]. (29 Jan 1816) (Nov. Gen. Sp. (quarto ed.)) ,http://www.tropicos.org/Name/26605510,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605510
Equisetum environmental sample,Equisetum bogotense var. flagelliforme Kunze,No opinion,FALSE,0,0,0,0,0,Linnaea 9: 4. 1834[1835]. (Linnaea) ,http://www.tropicos.org/Name/50048163,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50048163
Equisetum environmental sample,Equisetum bolivianum Gand.,No opinion,FALSE,0,0,0,0,0,Bulletin de la Société Botanique de France 66: 304. 1920. (Bull. Soc. Bot. France) ,http://www.tropicos.org/Name/50271426,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50271426
Equisetum environmental sample,Equisetum boreale Bong.,No opinion,FALSE,0,0,0,0,0,"Mémoires de l'Académie Imperiale des Sciences de St.-Pétersbourg. Sixième Série. Sciences Mathématiques, Physiques et Naturelles 2(2): 174. 1832. (Mém. Acad. Imp. Sci. St.-Pétersbourg, Sér. 6, Sci. Math.) ",http://www.tropicos.org/Name/26604900,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604900
Equisetum environmental sample,Equisetum braunii Milde,No opinion,FALSE,0,0,0,0,0,Verhandlungen der Kaiserlich-Königlichen Zoologisch-Botanischen Gesellschaft in Wien 12: 515. 1862. (Verh. K.K. Zool.-Bot. Ges. Wien) ,http://www.tropicos.org/Name/26604570,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604570
Equisetum environmental sample,Equisetum calderi B. Boivin,No opinion,FALSE,0,0,0,0,0,American Fern Journal 50(1): 107–109. 1960. (Amer. Fern J.) ,http://www.tropicos.org/Name/50176016,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50176016
