query,matched_name,matched_status,query_match_taxon_agree,use_query_as_synonym,use_query_as_accepted,use_query_as_new,use_match_as_accepted,use_match_as_new,namePublishedIn,nameAccordingTo,taxonRemarks,notes,name_res_status,done
Dryopteris simasakii var. simasakii,Dryopteris simasakii (H. Itô) Sa. Kurata,Legitimate,FALSE,NA,NA,0,NA,NA,Journal of Geobotany; or the Hokuriku Journal of Botany 18: 5. 1970. (J. Geobot.) ,http://www.tropicos.org/Name/26611758,NA,NA,no_match,0
Dryopteris simasakii var. simasakii,Dryopteris simasakii var. paleacea (H. Itô) Sa. Kurata,Legitimate,FALSE,NA,NA,0,NA,NA,Journal of Geobotany; or the Hokuriku Journal of Botany 18: 5. 1970. (J. Geobot.) ,http://www.tropicos.org/Name/26611760,NA,NA,no_match,0
Dryopteris x ebinoensis (nom. nud.),NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Dryopteris x ebinoensis Sa.Kurata,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Elaphoglossum peltatum f. peltatum,Elaphoglossum peltatum fo. peltatum ,No opinion,TRUE,NA,NA,1,NA,NA,,http://www.tropicos.org/Name/50274850,NA,NA,no_match,0
Elaphoglossum peltatum f. peltatum,Elaphoglossum peltatum (Sw.) Urb.,No opinion,FALSE,NA,NA,0,NA,NA,Symbolae Antillanae seu Fundamenta Florae Indiae Occidentalis 4: 60. 1903-1911[1903]. (16 Sept 1903) (Symb. Antill.) ,http://www.tropicos.org/Name/26608050,NA,NA,no_match,0
Elaphoglossum peltatum f. peltatum,Elaphoglossum peltatum fo. flabellatum (Humb. & Bonpl. ex Willd.) Mickel,No opinion,FALSE,NA,NA,0,NA,NA,Brittonia 32: 116. 1980. (Brittonia) ,http://www.tropicos.org/Name/26617390,NA,NA,no_match,0
Elaphoglossum peltatum f. peltatum,Elaphoglossum peltatum fo. foeniculaceum (Hook. & Grev.) Mickel,No opinion,FALSE,NA,NA,0,NA,NA,Brittonia 32(2): 116. 1980. (Brittonia) ,http://www.tropicos.org/Name/50274848,NA,NA,no_match,0
Elaphoglossum peltatum f. peltatum,Elaphoglossum peltatum fo. potentillifolium (Christ) Mickel,No opinion,FALSE,NA,NA,0,NA,NA,Brittonia 32(2): 116. 1980. (Brittonia) ,http://www.tropicos.org/Name/50274849,NA,NA,no_match,0
Elaphoglossum peltatum f. peltatum,Elaphoglossum peltatum fo. standleyi (Maxon) Mickel,No opinion,FALSE,NA,NA,0,NA,NA,Brittonia 32: 116. 1980. (Brittonia) ,http://www.tropicos.org/Name/100397556,NA,NA,no_match,0
Enterosora entersoroides,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Equisetum ramosissimum subsp. ramosissimum,Equisetum ramosissimum subsp. ramosissimum ,Legitimate,TRUE,NA,NA,1,NA,NA,,http://www.tropicos.org/Name/26605908,NA,NA,no_match,0
Equisetum ramosissimum subsp. ramosissimum,Equisetum ramosissimum var. ramosissimum ,No opinion,TRUE,NA,NA,1,NA,NA,,http://www.tropicos.org/Name/26623398,NA,NA,no_match,0
Equisetum ramosissimum subsp. ramosissimum,Equisetum ramosissimum Desf.,Legitimate,FALSE,NA,NA,0,NA,NA,Flora Atlantica 2: 398–399. 1799. (Fl. Atlant.) ,http://www.tropicos.org/Name/26600163,NA,NA,no_match,0
Equisetum ramosissimum subsp. ramosissimum,Equisetum ramosissimum Kunth,Illegitimate,FALSE,NA,NA,0,NA,NA,Species Plantarum. Editio quarta 5: 9. 1810. (Sp. Pl.) ,http://www.tropicos.org/Name/26608436,NA,NA,no_match,0
Equisetum ramosissimum subsp. ramosissimum,Equisetum ramosissimum subsp. debile (Roxb. ex Vaucher) Hauke,Legitimate,FALSE,NA,NA,0,NA,NA,American Fern Journal 52(1): 33. 1962. (Amer. Fern J.) ,http://www.tropicos.org/Name/26613529,NA,NA,no_match,0
Equisetum ramosissimum subsp. ramosissimum,Equisetum ramosissimum subsp. moorei Maire,No opinion,FALSE,NA,NA,0,NA,NA,,http://www.tropicos.org/Name/26611946,NA,NA,no_match,0
Equisetum ramosissimum subsp. ramosissimum,Equisetum ramosissimum var. altissimum Bir,No opinion,FALSE,NA,NA,0,NA,NA,Indian Fern Journal 2(1–2): 42. 1985. (Indian Fern J.) ,http://www.tropicos.org/Name/26604503,NA,NA,no_match,0
Equisetum ramosissimum subsp. ramosissimum,Equisetum ramosissimum var. annuliferum (Milde) Milde,No opinion,FALSE,NA,NA,0,NA,NA,Monographia Equisetorum 444. 1867. (Monogr. Equiset.) ,http://www.tropicos.org/Name/50065010,NA,NA,no_match,0
Equisetum ramosissimum subsp. ramosissimum,Equisetum ramosissimum var. glaucum Nakai,No opinion,FALSE,NA,NA,0,NA,NA,**. ,http://www.tropicos.org/Name/100388683,NA,NA,no_match,0
Equisetum ramosissimum subsp. ramosissimum,"Equisetum ramosissimum var. huegelii (Milde) Christenh. & Husby, Chad E.",No opinion,FALSE,NA,NA,0,NA,NA,Botanical Journal of the Linnean Society 189(4): 343. 2019. (4 April 2019) (Bot. J. Linn. Soc.) ,http://www.tropicos.org/Name/100477878,NA,NA,no_match,0
Equisetum ramosissimum subsp. ramosissimum,Equisetum ramosissimum var. japonicum Milde,No opinion,FALSE,NA,NA,0,NA,NA,1865. ,http://www.tropicos.org/Name/50107747,NA,NA,no_match,0
Equisetum ramosissimum subsp. ramosissimum,Equisetum ramosissimum var. taikankoense Yamam.,No opinion,FALSE,NA,NA,0,NA,NA,Transactions of the Natural History Society of Taiwan 20(107): 97–98. 1930. (Trans. Nat. Hist. Soc. Taiwan) ,http://www.tropicos.org/Name/26623397,NA,NA,no_match,0
Grammitis bryophila (Maxon) F.Seym.,Grammitis bryophila (Maxon) F. Seym.,No opinion,TRUE,NA,NA,1,NA,NA,Phytologia 31(2): 172. 1975. (Phytologia) ,http://www.tropicos.org/Name/26609601,NA,NA,no_match,0
Grammitis bufonis L.D.Gómez,Grammitis bufonis L.D. Gómez,No opinion,TRUE,NA,NA,1,NA,NA,Phytologia 52(3): 154–155. 1982. (31 Oct 1982) (Phytologia) ,http://www.tropicos.org/Name/26609653,NA,NA,no_match,0
Grammitis cincta Copel. ex Parris,Grammitis cincta Copel. ex Parris,NA,TRUE,NA,NA,1,NA,NA,Allertonia 7(4): 300. 1997 ,IPNI|id:17567490-1|version:1.1.1.1.2.1.1.5,NA,NA,no_match,0
Grammitis copelandii Tardieu,Grammitis copelandii Tardieu,No opinion,TRUE,NA,NA,1,NA,NA,Notulae Systematicae. Herbier du Museum de Paris 15(4): 421. 1959. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/26601639,NA,NA,no_match,0
Grammitis coriaceifolia Rakotondr. & Parris,Grammitis coriaceifolia Rakotondr. & Parris,No opinion,TRUE,NA,NA,1,NA,NA,"Adansonia, série 3, 40(11): 141–161. 2018. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/100482706,NA,NA,no_match,0
Grammitis cryptophlebia (Baker) Copel.,Grammitis cryptophlebia (Baker) Copel.,No opinion,TRUE,NA,NA,1,NA,NA,Philippine Journal of Science 80: 133. 1952. (Philipp. J. Sci.) ,http://www.tropicos.org/Name/26601651,NA,NA,no_match,0
Grammitis deplanchei (Baker) Copel.,Grammitis deplanchei Copel.,No opinion,TRUE,NA,NA,1,NA,NA,,http://www.tropicos.org/Name/26614974,NA,NA,no_match,0
Grammitis diminuta (Baker) Copel.,Grammitis diminuta Copel.,No opinion,TRUE,NA,NA,1,NA,NA,"The Philippine Journal of Science. Section C, Botany 80: 141, 3. 1952. (Philipp. J. Sci., C.) ",http://www.tropicos.org/Name/100520157,NA,NA,no_match,0
Grammitis ebenina (Maxon) Tardieu,Grammitis ebenina (Maxon) Tardieu,No opinion,TRUE,NA,NA,1,NA,NA,Mémoires de l'Institut Français d'Afrique Noire 28: 211. 1953. (Mém. Inst. Franç. Afrique Noire) ,http://www.tropicos.org/Name/100436894,NA,NA,no_match,0
Grammitis holophlebia (Baker) Copel.,Grammitis holophlebia (Baker) Copel.,No opinion,TRUE,NA,NA,1,NA,NA,Philippine Journal of Science 80: 136. 1951. (Philipp. J. Sci.) ,http://www.tropicos.org/Name/26601654,NA,NA,no_match,0
Grammitis kyimbilensis (Brause) Copel.,Grammitis kyimbilensis (Brause) Copel.,No opinion,TRUE,NA,NA,1,NA,NA,"Philippine Journal of Science 80(2): 257, f.104. 1952. (Philipp. J. Sci.) ",http://www.tropicos.org/Name/26601640,NA,NA,no_match,0
Grammitis marginelloides (J.W.Moore) Copel.,Grammitis marginelloides (J.W. Moore) Copel.,No opinion,TRUE,NA,NA,1,NA,NA,Occasional Papers of the Bernice Pauahi Bishop Museum of Polynesian Ethology and Natural History 14: 72. 1938. (Occas. Pap. Bernice Pauahi Bishop Mus.) ,http://www.tropicos.org/Name/50166790,NA,NA,no_match,0
Grammitis melanoloma (Cordem.) Tardieu,Grammitis melanoloma (Cordem.) Tardieu,No opinion,TRUE,NA,NA,1,NA,NA,Notulae Systematicae. Herbier du Museum de Paris 15: 423. 1959. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/100406045,NA,NA,no_match,0
Grammitis nudicarpa Copel.,Grammitis nudicarpa Copel.,No opinion,TRUE,NA,NA,1,NA,NA,University of California Publications in Botany 18: 222. (Univ. Calif. Publ. Bot.) ,http://www.tropicos.org/Name/100515217,NA,NA,no_match,0
Grammitis obtusa Willd. ex Kaulf.,Grammitis obtusa Willd. ex Kaulf.,No opinion,TRUE,NA,NA,1,NA,NA,Enumeratio Filicum 84. 1824. (Enum. Filic.) ,http://www.tropicos.org/Name/26601648,NA,NA,no_match,0
Grammitis paramicola L.E.Bishop,Grammitis paramicola L.E. Bishop,No opinion,TRUE,NA,NA,1,NA,NA,American Fern Journal 67(4): 105. 1977. (Amer. Fern J.) ,http://www.tropicos.org/Name/26609605,NA,NA,no_match,0
Grammitis pellucidovenosa (Bonap.) Copel.,Grammitis pellucidovenosa (Bonap.) Copel.,No opinion,TRUE,NA,NA,1,NA,NA,Philippine Journal of Science 80: 137. 1952. (Philipp. J. Sci.) ,http://www.tropicos.org/Name/26601644,NA,NA,no_match,0
Grammitis pervillei (Mett. ex Kuhn) Tardieu,Grammitis pervillei (Mett. ex Kuhn) Tardieu,NA,TRUE,NA,NA,1,NA,NA,"Notul. Syst. (Paris) 15: 424, t.1(12-14). 1959 ",IPNI|id:17396230-1|version:1.11,NA,NA,no_match,0
Grammitis pseudaustralis Fourn.,Grammitis pseudaustralis Fourn.,NA,TRUE,NA,NA,1,NA,NA,Bull. Soc. Bot. France 16: 423. 1870 [1869 publ. 1870] ,IPNI|id:17111670-1|version:1.5,NA,NA,no_match,0
Grammitis pygmaea (Mett. ex Kuhn) Copel.,Grammitis pygmaea (Mett. ex Kuhn) Copel.,No opinion,TRUE,NA,NA,1,NA,NA,Philippine Journal of Science 80(2): 138. 1952. (Philipp. J. Sci.) ,http://www.tropicos.org/Name/50288749,NA,NA,no_match,0
Grammitis synsora (Baker) Copel.,Grammitis synsora (Baker) Copel.,No opinion,TRUE,NA,NA,1,NA,NA,Philippine Journal of Science 80(2): 137. 1952. (Philipp. J. Sci.) ,http://www.tropicos.org/Name/26601646,NA,NA,no_match,0
Gymnocarpium dryopteris var. aokigarharaense Nakaike,Gymnocarpium dryopteris var. aokigarharaense Nakaike,No opinion,TRUE,NA,NA,1,NA,NA,Journal of Geobotany; or the Hokuriku Journal of Botany 17: 96. 1969. (J. Geobot.) ,http://www.tropicos.org/Name/26611866,NA,NA,no_match,0
Gymnosphaera bachmaensis S.Y.Dong,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Gymnosphaera bonii,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Gymnosphaera saxicola S.Y.Dong & Z.Y.Zuo,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
"Hymenasplenium mitanii Nakaike, nom. nud.",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Hypodematium angustifolium C.S.Lee & K.Lee,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Hypodematium crenatum subsp. fauriei (Kodama) K.Iwats.,Hypodematium crenatum subsp. fauriei (Kodama) K. Iwats.,No opinion,TRUE,NA,NA,1,NA,NA,Acta Phytotaxonomica et Geobotanica 21(1–2): 52. 1964. (Acta Phytotax. Geobot.) ,http://www.tropicos.org/Name/26611870,NA,NA,no_match,0
Japanobotrychium lanuginosum (Wall. ex Hook. & Grev.) M.Nishida ex Tagawa,Japanobotrychium lanuginosum (Wall. ex Grev. & Hook.) M.Nishida ex Tagawa,SYNONYM,TRUE,NA,NA,1,NA,NA,NA,gbif:10902420,NA,NA,no_match,0
Lemmaphyllum microphyllum var. obovatum (Harr.) C.Chr.,Lemmaphyllum microphyllum var. obovatum (Harr.) C. Chr.,Legitimate,TRUE,NA,NA,1,NA,NA,"Dansk Botanisk Arkiv 6(3): 47, pl. 5, f. 3. 1929. (Dansk Bot. Ark.) ",http://www.tropicos.org/Name/26600177,NA,NA,no_match,0
Lepisorus angustatus,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Lepisorus obscurevenolusus,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Lepisorus scolopendrius (Buch.-Ham. ex D.Don) Mehra & Bir,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Leucostegia amplissima (Christ) C.W.Chen,Leucostegia amplissima (Christ) C.W.Chen,NA,TRUE,NA,NA,1,NA,NA,Syst. Bot. 46(3): 661. 2021 [25 Oct 2021] [epublished],IPNI|id:77254924-1|version:1.1,NA,NA,no_match,0
Leucotrichum mitchellae (Baker ex Hemsl.) Labiak,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Melpomene xiphopteridoides,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Metathelypteris hattorii var. hattorii,Metathelypteris hattorii (H. Itô) Ching,Legitimate,FALSE,NA,NA,0,NA,NA,Acta Phytotaxonomica Sinica 8(4): 306. 1963. (Acta Phytotax. Sin.) ,http://www.tropicos.org/Name/26623101,NA,NA,no_match,0
Microlepia obtusiloba var. angustata Seriz.,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Pellaea calidirupium,Pellaea calidirupium Brownsey & Lovis,No opinion,TRUE,NA,NA,1,NA,NA,New Zealand Journal of Botany 28(3): 197. 1990. (New Zealand J. Bot.) ,http://www.tropicos.org/Name/50338098,NA,NA,no_match,0
Pleopeltis polypodioides var. polypodioides,Pleopeltis polypodioides var. polypodioides ,No opinion,TRUE,NA,NA,1,NA,NA,,http://www.tropicos.org/Name/26624461,NA,NA,no_match,0
Pleopeltis polypodioides var. polypodioides,Pleopeltis polypodioides (L.) E.G. Andrews & Windham,No opinion,FALSE,NA,NA,0,NA,NA,Contributions from the University of Michigan Herbarium 19: 46. 1993. (Contr. Univ. Michigan Herb.) ,http://www.tropicos.org/Name/26615205,NA,NA,no_match,0
Pleopeltis polypodioides var. polypodioides,Pleopeltis polypodioides subsp. ecklonii (Kunze) J.P. Roux,No opinion,FALSE,NA,NA,0,NA,NA,Strelitzia 23: 163. 2009. (Strelitzia) ,http://www.tropicos.org/Name/100497837,NA,NA,no_match,0
Pleopeltis polypodioides var. polypodioides,Pleopeltis polypodioides var. acicularis (Weath.) E.G. Andrews & Windham,No opinion,FALSE,NA,NA,0,NA,NA,Contributions from the University of Michigan Herbarium 19: 46. 1993. (Contr. Univ. Michigan Herb.) ,http://www.tropicos.org/Name/26617594,NA,NA,no_match,0
Pleopeltis polypodioides var. polypodioides,Pleopeltis polypodioides var. burchellii (Baker) A.R. Sm.,No opinion,FALSE,NA,NA,0,NA,NA,Candollea 60(1): 281. 2005. (Candollea) ,http://www.tropicos.org/Name/50291190,NA,NA,no_match,0
Pleopeltis polypodioides var. polypodioides,Pleopeltis polypodioides var. knoblochiana (Mickel) A.R. Sm. & Tejero,No opinion,FALSE,NA,NA,0,NA,NA,Botanical Sciences 92(1): 47. 2014. (3 March 2014) (Bot. Sci.) ,http://www.tropicos.org/Name/100407916,NA,NA,no_match,0
Pleopeltis polypodioides var. polypodioides,Pleopeltis polypodioides var. michauxiana (Weath.) E.G. Andrews & Windham,No opinion,FALSE,NA,NA,0,NA,NA,Contributions from the University of Michigan Herbarium 19: 46. 1993. (Contr. Univ. Michigan Herb.) ,http://www.tropicos.org/Name/26615204,NA,NA,no_match,0
Pleopeltis polypodioides var. polypodioides,Pleopeltis polypodioides var. minus (Fée) Weath.,No opinion,FALSE,NA,NA,0,NA,NA,,http://www.tropicos.org/Name/100510931,NA,NA,no_match,0
Polypodium mitchellae Baker ex Hemsl.,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Polystichum macleae,Polystichum macleae Diels,No opinion,TRUE,NA,NA,1,NA,NA,,http://www.tropicos.org/Name/26604440,NA,NA,no_match,0
Polystichum microchlamys var. azumiense Seriz.,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Polystichum polyblepharum var. polyblepharum,Polystichum polyblepharum var. polyblepharum ,No opinion,TRUE,NA,NA,1,NA,NA,,http://www.tropicos.org/Name/26611834,NA,NA,no_match,0
Polystichum polyblepharum var. polyblepharum,Polystichum polyblepharum (Roem. ex Kunze) C. Presl,Legitimate,FALSE,NA,NA,0,NA,NA,"Abhandlungen der Königlichen Böhmischen Gesellschaft der Wissenschaften, ser. 5 6: 416. 1851. (Abh. Königl. Böhm. Ges. Wiss., ser. 5,) ",http://www.tropicos.org/Name/26611833,NA,NA,no_match,0
Polystichum polyblepharum var. polyblepharum,Polystichum polyblepharum var. scabiosum Sa. Kurata,No opinion,FALSE,NA,NA,0,NA,NA,Journal of Geobotany; or the Hokuriku Journal of Botany 11: 38. 1962. (J. Geobot.) ,http://www.tropicos.org/Name/26611835,NA,NA,no_match,0
Polystichum whiteleggei,Polystichum whiteleggei Watts,No opinion,TRUE,NA,NA,1,NA,NA,,http://www.tropicos.org/Name/50338217,NA,NA,no_match,0
Tectaria subvariolosa S.Y.Dong,Tectaria subvariolosa S.Y.Dong,ACCEPTED,TRUE,NA,NA,1,NA,NA,NA,gbif:11295953,NA,NA,no_match,0
Thelypteris esquirolii var. glabrata,Thelypteris esquirolii var. glabrata (Christ) K. Iwats.,No opinion,TRUE,NA,NA,1,NA,NA,"Memoirs of the College of Science, Kyoto Imperial University. Series B. (botany, zoology, geology) Biology 31(3): 182. 1965. (Mem. Coll. Sci. Kyoto Imp. Univ., Ser. B, Biol.) ",http://www.tropicos.org/Name/26611955,NA,NA,no_match,0
Thelypteris esquirolii var. glabrata (Christ) K.Iwats.,Thelypteris esquirolii var. glabrata (Christ) K. Iwats.,No opinion,TRUE,NA,NA,1,NA,NA,"Memoirs of the College of Science, Kyoto Imperial University. Series B. (botany, zoology, geology) Biology 31(3): 182. 1965. (Mem. Coll. Sci. Kyoto Imp. Univ., Ser. B, Biol.) ",http://www.tropicos.org/Name/26611955,NA,NA,no_match,0
Vandenboschia radicans type III,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
x Cystocarpium roskamianum Fraser-Jenk.,× Cystocarpium roskamianum Fraser-Jenk.,No opinion,TRUE,NA,NA,1,NA,NA,Taxonomic revision of three hundred Indian subcontinental pteridophytes with a revised census-list : a new picture of fern-taxonomy and nomenclature in the Indian subcontinent 207. 2008. (27 November 2008) (Taxon. Revis. Indian Subcontinental Pteridophytes) ,http://www.tropicos.org/Name/100374764,NA,NA,no_match,0
